"...1","fish_psite_combo","CatalogNumber","YearCollected","MonthCollected","DayCollected","IndividualFishID","Dissector_and_Examiner","DissectionDate","Sex","TotalLength_mm","StandardLength_mm","Weight_mg","CI","combo","Latitude","Longitude","psite_spp.x","psite_count","scaled_TL_mm","Fish_sp.x","psite_spp.y","Fish_sp.y","Life_History","Parasite_taxonomic_group","Parasite_genus","Parasite_epithet","Parasite_species","before_after","lat_long","site","distance_m","mean_streamflow","collection_date","mean_temperature","season","psite_presence","mean_nitrogen","logTL_mm","As","Ba","Cd","Cr","Cu","Pb","Fe","Mg","Mn","Hg","Ni","Zn","Elements_PC1","Elements_PC2"
11118,"Hybognathus nuchalis_MYX.GC",94576,1975,7,"2","94576_04","cjw","07/24/2024",NA,37,29,334,"control","control_1974-1983",30.77861,-89.82972,"MYX.GC",0,-1.70687308428335,"Hybognathus nuchalis","MYX.GC","Hybognathus nuchalis","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.77861_-89.82972","CB",-2338.94,443.5,1975-07-02,20.0833333333333,"summer",0,0.765833333333333,3.61091791264422,1,NA,0,9,1.25,2.75,862.5,1.16,72.5,0.025,NA,15.8333333333333,0.949234936618523,0.355648195184989
11119,"Hybognathus nuchalis_MYX.GC",94576,1975,7,"2","94576_03","cjw","07/24/2024",NA,36,28,330,"control","control_1974-1983",30.77861,-89.82972,"MYX.GC",0,-1.76391080283278,"Hybognathus nuchalis","MYX.GC","Hybognathus nuchalis","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.77861_-89.82972","CB",-2338.94,443.5,1975-07-02,20.0833333333333,"summer",0,0.765833333333333,3.58351893845611,1,NA,0,9,1.25,2.75,862.5,1.16,72.5,0.025,NA,15.8333333333333,0.949234936618523,0.355648195184989
11120,"Hybognathus nuchalis_MYX.GC",94576,1975,7,"2","94576_01","cjw","07/24/2024",NA,35,26,317,"control","control_1974-1983",30.77861,-89.82972,"MYX.GC",0,-1.8209485213822,"Hybognathus nuchalis","MYX.GC","Hybognathus nuchalis","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.77861_-89.82972","CB",-2338.94,443.5,1975-07-02,20.0833333333333,"summer",0,0.765833333333333,3.55534806148941,1,NA,0,9,1.25,2.75,862.5,1.16,72.5,0.025,NA,15.8333333333333,0.949234936618523,0.355648195184989
11121,"Hybognathus nuchalis_MYX.GC",96931,1976,1,"22","96931_04","jt sc dmdm","07/24/2024","na",50,38,831,"control","control_1974-1983",30.76805,-89.83083,"MYX.GC",0,-0.96538274314083,"Hybognathus nuchalis","MYX.GC","Hybognathus nuchalis","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.76805_-89.83083","CA",-897.41,415.5,1976-01-22,19.2333333333333,"winter",0,0.794166666666667,3.91202300542815,1,NA,0,NA,1.5,4,946.25,1.41428571428571,78.3333333333333,0,NA,19.1666666666667,2.91765922149072,-0.94075617538236
11122,"Hybognathus nuchalis_MYX.GC",96931,1976,1,"22","96931_03","jt sc dmdm","07/24/2024","na",66,50,2160,"control","control_1974-1983",30.76805,-89.83083,"MYX.GC",2,-0.0527792463500336,"Hybognathus nuchalis","MYX.GC","Hybognathus nuchalis","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.76805_-89.83083","CA",-897.41,415.5,1976-01-22,19.2333333333333,"winter",1,0.794166666666667,4.18965474202643,1,NA,0,NA,1.5,4,946.25,1.41428571428571,78.3333333333333,0,NA,19.1666666666667,2.91765922149072,-0.94075617538236
11123,"Hybognathus nuchalis_MYX.GC",96931,1976,1,"22","96931_02","sc djb gmc","07/24/2024","na",57,45,1228,"control","control_1974-1983",30.76805,-89.83083,"MYX.GC",0,-0.566118713294857,"Hybognathus nuchalis","MYX.GC","Hybognathus nuchalis","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.76805_-89.83083","CA",-897.41,415.5,1976-01-22,19.2333333333333,"winter",0,0.794166666666667,4.04305126783455,1,NA,0,NA,1.5,4,946.25,1.41428571428571,78.3333333333333,0,NA,19.1666666666667,2.91765922149072,-0.94075617538236
11124,"Hybognathus nuchalis_MYX.GC",96931,1976,1,"22","96931_01","ij djb clw","07/24/2024","f",53,40,920,"control","control_1974-1983",30.76805,-89.83083,"MYX.GC",0,-0.794269587492555,"Hybognathus nuchalis","MYX.GC","Hybognathus nuchalis","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.76805_-89.83083","CA",-897.41,415.5,1976-01-22,19.2333333333333,"winter",0,0.794166666666667,3.97029191355212,1,NA,0,NA,1.5,4,946.25,1.41428571428571,78.3333333333333,0,NA,19.1666666666667,2.91765922149072,-0.94075617538236
11125,"Hybognathus nuchalis_MYX.GC",98428,1976,7,"16","98428_04","sc jt kl","07/2024","na",42,33,609,"control","control_1974-1983",30.77861,-89.82972,"MYX.GC",0,-1.42168449153623,"Hybognathus nuchalis","MYX.GC","Hybognathus nuchalis","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.77861_-89.82972","CB",-2338.94,340.230769230769,1976-07-16,19.2826086956522,"summer",0,0.904,3.73766961828337,1.06666666666667,NA,0.2,15,5.13333333333333,4.4,821.666666666667,1.1875,68.6111111111111,0.04,NA,26,0.445743088112484,1.50515853137891
11126,"Hybognathus nuchalis_MYX.GC",98428,1976,7,"16","98428_02","gmc jt","07/22/2024",NA,59,47,1549,"control","control_1974-1983",30.77861,-89.82972,"MYX.GC",0,-0.452043276196007,"Hybognathus nuchalis","MYX.GC","Hybognathus nuchalis","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.77861_-89.82972","CB",-2338.94,340.230769230769,1976-07-16,19.2826086956522,"summer",0,0.904,4.07753744390572,1.06666666666667,NA,0.2,15,5.13333333333333,4.4,821.666666666667,1.1875,68.6111111111111,0.04,NA,26,0.445743088112484,1.50515853137891
11127,"Hybognathus nuchalis_MYX.GC",98428,1976,7,"16","98424_01","jt djb cjw","07/22/2024","na",56,41,1207,"control","control_1974-1983",30.77861,-89.82972,"MYX.GC",0,-0.623156431844281,"Hybognathus nuchalis","MYX.GC","Hybognathus nuchalis","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.77861_-89.82972","CB",-2338.94,340.230769230769,1976-07-16,19.2826086956522,"summer",0,0.904,4.02535169073515,1.06666666666667,NA,0.2,15,5.13333333333333,4.4,821.666666666667,1.1875,68.6111111111111,0.04,NA,26,0.445743088112484,1.50515853137891
11128,"Hybognathus nuchalis_MYX.GC",98428,1976,7,"16","98428_03","jt kl","07/22/2024","na",43,34,627,"control","control_1974-1983",30.77861,-89.82972,"MYX.GC",0,-1.3646467729868,"Hybognathus nuchalis","MYX.GC","Hybognathus nuchalis","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.77861_-89.82972","CB",-2338.94,340.230769230769,1976-07-16,19.2826086956522,"summer",0,0.904,3.76120011569356,1.06666666666667,NA,0.2,15,5.13333333333333,4.4,821.666666666667,1.1875,68.6111111111111,0.04,NA,26,0.445743088112484,1.50515853137891
11138,"Hybognathus nuchalis_MYX.GC",100831,1977,1,"19","100831_04","jt kl","07/16/2024","na",48,35,606,"control","control_1974-1983",30.76639,-89.83195,"MYX.GC",0,-1.07945818023968,"Hybognathus nuchalis","MYX.GC","Hybognathus nuchalis","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.76639_-89.83195","CA",-701.21,397.888888888889,1977-01-19,18.4230769230769,"winter",0,0.881176470588235,3.87120101090789,1.13333333333333,NA,0.2,13.3333333333333,6.93333333333333,3.6,1095.83333333333,0.825,91.1111111111111,0.1,NA,25.6666666666667,-1.5947469801013,3.22516635563568
11139,"Hybognathus nuchalis_MYX.GC",100831,1977,1,"19","100831_01","SC DJB DMDM","07/16/2024",NA,54,42,1035,"control","control_1974-1983",30.76639,-89.83195,"MYX.GC",0,-0.737231868943131,"Hybognathus nuchalis","MYX.GC","Hybognathus nuchalis","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.76639_-89.83195","CA",-701.21,397.888888888889,1977-01-19,18.4230769230769,"winter",0,0.881176470588235,3.98898404656427,1.13333333333333,NA,0.2,13.3333333333333,6.93333333333333,3.6,1095.83333333333,0.825,91.1111111111111,0.1,NA,25.6666666666667,-1.5947469801013,3.22516635563568
11140,"Hybognathus nuchalis_MYX.GC",100831,1977,1,"19","100831_02","SC JT GMC","07/16/2024","na",52,40,783,"control","control_1974-1983",30.76639,-89.83195,"MYX.GC",0,-0.85130730604198,"Hybognathus nuchalis","MYX.GC","Hybognathus nuchalis","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.76639_-89.83195","CA",-701.21,397.888888888889,1977-01-19,18.4230769230769,"winter",0,0.881176470588235,3.95124371858143,1.13333333333333,NA,0.2,13.3333333333333,6.93333333333333,3.6,1095.83333333333,0.825,91.1111111111111,0.1,NA,25.6666666666667,-1.5947469801013,3.22516635563568
11141,"Hybognathus nuchalis_MYX.GC",100831,1977,1,"19","100831_03","SC GMC KL","07/17/2024","na",59,47,1319,"control","control_1974-1983",30.76639,-89.83195,"MYX.GC",0,-0.452043276196007,"Hybognathus nuchalis","MYX.GC","Hybognathus nuchalis","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.76639_-89.83195","CA",-701.21,397.888888888889,1977-01-19,18.4230769230769,"winter",0,0.881176470588235,4.07753744390572,1.13333333333333,NA,0.2,13.3333333333333,6.93333333333333,3.6,1095.83333333333,0.825,91.1111111111111,0.1,NA,25.6666666666667,-1.5947469801013,3.22516635563568
11150,"Hybognathus nuchalis_MYX.GC",156660,1989,10,"12","156660_01","IJ DJB GMC","07/09/2024","na",65,51,1958,"control","control_1984-1993",30.76528,-89.83222,"MYX.GC",0,-0.109816964899458,"Hybognathus nuchalis","MYX.GC","Hybognathus nuchalis","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.76528_-89.83222","CA",-518.92,NA,1989-10-12,18.5,"fall",0,0.855,4.17438726989564,1,27.75,NA,NA,3.75,2,370,1.0875,38,NA,2,10.25,-0.859491015139222,-0.980768057129129
11151,"Hybognathus nuchalis_MYX.GC",106828,1978,4,"20","106828_01","CLW","07/08/2024","na",47,38,824,"control","control_1974-1983",30.76805,-89.83083,"MYX.GC",0,-1.1364958987891,"Hybognathus nuchalis","MYX.GC","Hybognathus nuchalis","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.76805_-89.83083","CA",-897.41,NA,1978-04-20,20.5,"spring",0,1.00611111111111,3.85014760171006,1.91666666666667,50,0.333333333333333,4.16666666666667,6.125,1.33333333333333,1567.91666666667,1.14166666666667,177.083333333333,0.05,NA,8.33333333333333,2.86361057628821,0.456177447167557
11152,"Hybognathus nuchalis_MYX.GC",106828,1978,4,"20","106828_02","JT DMDM","07/08/2024","F",69,57,2957,"control","control_1974-1983",30.76805,-89.83083,"MYX.GC",0,0.118333909298241,"Hybognathus nuchalis","MYX.GC","Hybognathus nuchalis","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.76805_-89.83083","CA",-897.41,NA,1978-04-20,20.5,"spring",0,1.00611111111111,4.23410650459726,1.91666666666667,50,0.333333333333333,4.16666666666667,6.125,1.33333333333333,1567.91666666667,1.14166666666667,177.083333333333,0.05,NA,8.33333333333333,2.86361057628821,0.456177447167557
11153,"Hybognathus nuchalis_MYX.GC",106828,1978,4,"20","106828_04","DMDM SC GMC","07/08/2024",NA,72,58,3015,"control","control_1974-1983",30.76805,-89.83083,"MYX.GC",0,0.289447064946515,"Hybognathus nuchalis","MYX.GC","Hybognathus nuchalis","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.76805_-89.83083","CA",-897.41,NA,1978-04-20,20.5,"spring",0,1.00611111111111,4.27666611901606,1.91666666666667,50,0.333333333333333,4.16666666666667,6.125,1.33333333333333,1567.91666666667,1.14166666666667,177.083333333333,0.05,NA,8.33333333333333,2.86361057628821,0.456177447167557
11154,"Hybognathus nuchalis_MYX.GC",106828,1978,4,"20","106828_03","CJW GMC","07/08/2024","F",83,60,6265,"control","control_1974-1983",30.76805,-89.83083,"MYX.GC",0,0.916861968990187,"Hybognathus nuchalis","MYX.GC","Hybognathus nuchalis","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.76805_-89.83083","CA",-897.41,NA,1978-04-20,20.5,"spring",0,1.00611111111111,4.4188406077966,1.91666666666667,50,0.333333333333333,4.16666666666667,6.125,1.33333333333333,1567.91666666667,1.14166666666667,177.083333333333,0.05,NA,8.33333333333333,2.86361057628821,0.456177447167557
11163,"Hybognathus nuchalis_MYX.GC",134732,1984,4,"20","134732_01","ij dmdm","07/19/2024",NA,61,49,1623,"control","control_1984-1993",30.77583,-89.82722,"MYX.GC",0,-0.337967839097157,"Hybognathus nuchalis","MYX.GC","Hybognathus nuchalis","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.77583_-89.82722","CB",-1996.6,260,1984-04-20,18.1875,"spring",0,1.575,4.11087386417331,1,29.75,NA,NA,20,NA,265,1.075,46.6666666666667,0.2,NA,10,-1.69289933982425,2.03535652634041
11164,"Hybognathus nuchalis_MYX.GC",134732,1984,4,"20","134732_02","clw","07/19/2024",NA,59,42,1499,"control","control_1984-1993",30.77583,-89.82722,"MYX.GC",0,-0.452043276196007,"Hybognathus nuchalis","MYX.GC","Hybognathus nuchalis","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.77583_-89.82722","CB",-1996.6,260,1984-04-20,18.1875,"spring",0,1.575,4.07753744390572,1,29.75,NA,NA,20,NA,265,1.075,46.6666666666667,0.2,NA,10,-1.69289933982425,2.03535652634041
11165,"Hybognathus nuchalis_MYX.GC",134732,1984,4,"20","134732_03","dbj gmc","07/19/2024",NA,60,46,1530,"control","control_1984-1993",30.77583,-89.82722,"MYX.GC",0,-0.395005557646582,"Hybognathus nuchalis","MYX.GC","Hybognathus nuchalis","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.77583_-89.82722","CB",-1996.6,260,1984-04-20,18.1875,"spring",0,1.575,4.0943445622221,1,29.75,NA,NA,20,NA,265,1.075,46.6666666666667,0.2,NA,10,-1.69289933982425,2.03535652634041
11166,"Hybognathus nuchalis_MYX.GC",134732,1984,4,"20","134732_04","sc kl","07/22/2024",NA,61,46,1703,"control","control_1984-1993",30.77583,-89.82722,"MYX.GC",0,-0.337967839097157,"Hybognathus nuchalis","MYX.GC","Hybognathus nuchalis","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.77583_-89.82722","CB",-1996.6,260,1984-04-20,18.1875,"spring",0,1.575,4.11087386417331,1,29.75,NA,NA,20,NA,265,1.075,46.6666666666667,0.2,NA,10,-1.69289933982425,2.03535652634041
11175,"Hybognathus nuchalis_MYX.GC",149280,1987,7,"14","149280_02","CLW CJW","07/11/2024","na",49,41,964,"control","control_1984-1993",30.77583,-89.82722,"MYX.GC",0,-1.02242046169025,"Hybognathus nuchalis","MYX.GC","Hybognathus nuchalis","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.77583_-89.82722","CB",-1996.6,57,1987-07-14,22.3,"summer",0,1.3,3.89182029811063,NA,27.5,2.5,NA,5.5,6,195,1.138,18.5,0.2,2.5,16,-0.758037241517448,-0.39489719481729
11176,"Hybognathus nuchalis_MYX.GC",149280,1987,7,"14","149280_03","CLW","07/11/2024","na",52,42,1134,"control","control_1984-1993",30.77583,-89.82722,"MYX.GC",0,-0.85130730604198,"Hybognathus nuchalis","MYX.GC","Hybognathus nuchalis","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.77583_-89.82722","CB",-1996.6,57,1987-07-14,22.3,"summer",0,1.3,3.95124371858143,NA,27.5,2.5,NA,5.5,6,195,1.138,18.5,0.2,2.5,16,-0.758037241517448,-0.39489719481729
11177,"Hybognathus nuchalis_MYX.GC",149280,1987,7,"14","149280_04","CLW/DMDM","07/11/2024","na",48,38,907,"control","control_1984-1993",30.77583,-89.82722,"MYX.GC",0,-1.07945818023968,"Hybognathus nuchalis","MYX.GC","Hybognathus nuchalis","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.77583_-89.82722","CB",-1996.6,57,1987-07-14,22.3,"summer",0,1.3,3.87120101090789,NA,27.5,2.5,NA,5.5,6,195,1.138,18.5,0.2,2.5,16,-0.758037241517448,-0.39489719481729
11178,"Hybognathus nuchalis_MYX.GC",149280,1987,7,"14","149280_01","CLW GMC","07/11/2024","na",47,37,841,"control","control_1984-1993",30.77583,-89.82722,"MYX.GC",0,-1.1364958987891,"Hybognathus nuchalis","MYX.GC","Hybognathus nuchalis","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.77583_-89.82722","CB",-1996.6,57,1987-07-14,22.3,"summer",0,1.3,3.85014760171006,NA,27.5,2.5,NA,5.5,6,195,1.138,18.5,0.2,2.5,16,-0.758037241517448,-0.39489719481729
11183,"Hybognathus nuchalis_MYX.GC",156651,1989,10,"12","156651_01","jt sc dmdm","07/22/2024","na",63,47,1862,"control","control_1984-1993",30.77583,-89.82722,"MYX.GC",0,-0.223892401998308,"Hybognathus nuchalis","MYX.GC","Hybognathus nuchalis","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.77583_-89.82722","CB",-1996.6,NA,1989-10-12,18.5,"fall",0,0.855,4.14313472639153,1,27.75,NA,NA,3.75,2,370,1.0875,38,NA,2,10.25,-0.859491015139222,-0.980768057129129
11184,"Hybognathus nuchalis_MYX.GC",156651,1989,10,"12","156651_03","jt sc kl","07/22/2024","na",67,51,1998,"control","control_1984-1993",30.77583,-89.82722,"MYX.GC",0,0.00425847219939112,"Hybognathus nuchalis","MYX.GC","Hybognathus nuchalis","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.77583_-89.82722","CB",-1996.6,NA,1989-10-12,18.5,"fall",0,0.855,4.20469261939097,1,27.75,NA,NA,3.75,2,370,1.0875,38,NA,2,10.25,-0.859491015139222,-0.980768057129129
11185,"Hybognathus nuchalis_MYX.GC",156651,1989,10,"12","156651_04","djb sc gmc","07/22/2024","na",60,48,1838,"control","control_1984-1993",30.77583,-89.82722,"MYX.GC",0,-0.395005557646582,"Hybognathus nuchalis","MYX.GC","Hybognathus nuchalis","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.77583_-89.82722","CB",-1996.6,NA,1989-10-12,18.5,"fall",0,0.855,4.0943445622221,1,27.75,NA,NA,3.75,2,370,1.0875,38,NA,2,10.25,-0.859491015139222,-0.980768057129129
11186,"Hybognathus nuchalis_MYX.GC",156651,1989,10,"12","156651_02","sc gmc","07/22/2024",NA,64,52,1784,"control","control_1984-1993",30.77583,-89.82722,"MYX.GC",0,-0.166854683448883,"Hybognathus nuchalis","MYX.GC","Hybognathus nuchalis","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.77583_-89.82722","CB",-1996.6,NA,1989-10-12,18.5,"fall",0,0.855,4.15888308335967,1,27.75,NA,NA,3.75,2,370,1.0875,38,NA,2,10.25,-0.859491015139222,-0.980768057129129
11187,"Hybognathus nuchalis_MYX.GC",156660,1989,10,"12","156660_03","JT DJB/CJW","07/09/2024",NA,60,47,1810,"control","control_1984-1993",30.76528,-89.83222,"MYX.GC",0,-0.395005557646582,"Hybognathus nuchalis","MYX.GC","Hybognathus nuchalis","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.76528_-89.83222","CA",-518.92,NA,1989-10-12,18.5,"fall",0,0.855,4.0943445622221,1,27.75,NA,NA,3.75,2,370,1.0875,38,NA,2,10.25,-0.859491015139222,-0.980768057129129
11188,"Hybognathus nuchalis_MYX.GC",156660,1989,10,"12","156660_04","IJ SC/DMDM","07/09/2024",NA,55,44,1226,"control","control_1984-1993",30.76528,-89.83222,"MYX.GC",0,-0.680194150393706,"Hybognathus nuchalis","MYX.GC","Hybognathus nuchalis","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.76528_-89.83222","CA",-518.92,NA,1989-10-12,18.5,"fall",0,0.855,4.00733318523247,1,27.75,NA,NA,3.75,2,370,1.0875,38,NA,2,10.25,-0.859491015139222,-0.980768057129129
11189,"Hybognathus nuchalis_MYX.GC",156660,1989,10,"12","156660_02","JT SC DMDM","07/09/2024","F",48,37,728,"control","control_1984-1993",30.76528,-89.83222,"MYX.GC",0,-1.07945818023968,"Hybognathus nuchalis","MYX.GC","Hybognathus nuchalis","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.76528_-89.83222","CA",-518.92,NA,1989-10-12,18.5,"fall",0,0.855,3.87120101090789,1,27.75,NA,NA,3.75,2,370,1.0875,38,NA,2,10.25,-0.859491015139222,-0.980768057129129
11198,"Hybognathus nuchalis_MYX.GC",161604,1991,10,"26","161604_01","sc clw cjw","07/12/2024","na",68,57,2564,"control","control_1984-1993",30.77583,-89.82722,"MYX.GC",0,0.0612961907488159,"Hybognathus nuchalis","MYX.GC","Hybognathus nuchalis","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.77583_-89.82722","CB",-1996.6,66,1991-10-26,26.1666666666667,"fall",0,0.7775,4.21950770517611,1,26.25,NA,1,3.66666666666667,2.66666666666667,335,0.9525,35.75,NA,2.66666666666667,4.5,-1.54776686598958,-1.3624768231709
11199,"Hybognathus nuchalis_MYX.GC",161604,1991,10,"26","161604_03","djb clw gmc","07/11/2024","na",71,56,3079,"control","control_1984-1993",30.77583,-89.82722,"MYX.GC",0,0.23240934639709,"Hybognathus nuchalis","MYX.GC","Hybognathus nuchalis","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.77583_-89.82722","CB",-1996.6,66,1991-10-26,26.1666666666667,"fall",0,0.7775,4.26267987704132,1,26.25,NA,1,3.66666666666667,2.66666666666667,335,0.9525,35.75,NA,2.66666666666667,4.5,-1.54776686598958,-1.3624768231709
11200,"Hybognathus nuchalis_MYX.GC",161604,1991,10,"26","161604_04","DJB CLW","07/11/2024",NA,69,55,2638,"control","control_1984-1993",30.77583,-89.82722,"MYX.GC",0,0.118333909298241,"Hybognathus nuchalis","MYX.GC","Hybognathus nuchalis","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.77583_-89.82722","CB",-1996.6,66,1991-10-26,26.1666666666667,"fall",0,0.7775,4.23410650459726,1,26.25,NA,1,3.66666666666667,2.66666666666667,335,0.9525,35.75,NA,2.66666666666667,4.5,-1.54776686598958,-1.3624768231709
11201,"Hybognathus nuchalis_MYX.GC",161604,1991,10,"26","161604_02","KL","07/11/2024","na",71,57,3166,"control","control_1984-1993",30.77583,-89.82722,"MYX.GC",0,0.23240934639709,"Hybognathus nuchalis","MYX.GC","Hybognathus nuchalis","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.77583_-89.82722","CB",-1996.6,66,1991-10-26,26.1666666666667,"fall",0,0.7775,4.26267987704132,1,26.25,NA,1,3.66666666666667,2.66666666666667,335,0.9525,35.75,NA,2.66666666666667,4.5,-1.54776686598958,-1.3624768231709
11334,"Hybognathus nuchalis_MYX.GL",83907,1973,10,"16","83907_01","djb cjw","07/19/2024",NA,51,40,1062,"control","control_1964-1973",30.77861,-89.82972,"MYX.GL",0,-0.908345024591405,"Hybognathus nuchalis","MYX.GL","Hybognathus nuchalis","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.77861_-89.82972","CB",-2338.94,487.3,1973-10-16,21.15,"fall",0,NA,3.93182563272433,NA,NA,NA,NA,NA,NA,116.111111111111,0.922222222222222,NA,NA,NA,NA,-3.10424895572689,0.254710496028862
11335,"Hybognathus nuchalis_MYX.GL",83907,1973,10,"16","83907_04","djb gmc sc cjw","07/19/2024",NA,49,43,1110,"control","control_1964-1973",30.77861,-89.82972,"MYX.GL",0,-1.02242046169025,"Hybognathus nuchalis","MYX.GL","Hybognathus nuchalis","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.77861_-89.82972","CB",-2338.94,487.3,1973-10-16,21.15,"fall",0,NA,3.89182029811063,NA,NA,NA,NA,NA,NA,116.111111111111,0.922222222222222,NA,NA,NA,NA,-3.10424895572689,0.254710496028862
11336,"Hybognathus nuchalis_MYX.GL",83907,1973,10,"16","83907_03","sc gmc","07/19/2024",NA,43,32,558,"control","control_1964-1973",30.77861,-89.82972,"MYX.GL",0,-1.3646467729868,"Hybognathus nuchalis","MYX.GL","Hybognathus nuchalis","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.77861_-89.82972","CB",-2338.94,487.3,1973-10-16,21.15,"fall",0,NA,3.76120011569356,NA,NA,NA,NA,NA,NA,116.111111111111,0.922222222222222,NA,NA,NA,NA,-3.10424895572689,0.254710496028862
